Rank,Points,Name,Age,Nationality
1,303,BAZADZE Sandro,31,GE
2,173,DERSHWITZ Eli,29,US
3,172,SZILAGYI Aron,35,HU
4,148,ELSISSY Ziad,30,EG
5,141,SAMELE Luigi,37,IT
6,125,SZABO Matyas,33,DE
7,121,SZATMARI Andras,32,HU
8,117,GALLO Michele,24,IT
9,116,APITHY Bolade,39,FR
10,110,PAKDAMAN Ali,34,IR
11,102,CURATOLI Luca,30,IT
12,101,KIM Junho,31,KR
13,100,PIANFETTI Maxime,26,FR
14,98,PATRICE Sebastien,25,FR
15,97,GU Bongil,36,KR
16,91,OH Sanguk,28,KR
